City,Age,Income,Vehicle_Ownership,Vehicle_Usage,Vehicle_Type,EV_Market_Share,Charging_Stations_Available,Psychographic,Behavioral
Delhi,26,77893,1,37,2-wheeler,0.18658834531584811,20,Eco-friendly,Long Distance
Pune,46,66193,1,16,2-wheeler,0.3535367459419825,27,Tech-savvy,Long Distance
Bangalore,23,134002,0,26,2-wheeler,0.11128685629511895,73,Tech-savvy,Rare Usage
Bangalore,42,147543,0,17,2-wheeler,0.23647276456334648,82,Cost-conscious,Weekend Trips
Delhi,48,81358,1,14,E-rickshaw,0.3990067586990026,16,Tech-savvy,Long Distance
Delhi,39,100857,0,21,E-rickshaw,0.423191139645656,64,Cost-conscious,Long Distance
Mumbai,19,98182,1,47,4-wheeler,0.20116776532558722,12,Cost-conscious,Long Distance
Mumbai,62,140457,1,9,4-wheeler,0.3157637845119946,35,Status-seeking,Long Distance
Pune,22,42117,0,13,2-wheeler,0.3113971558756472,57,Status-seeking,Weekend Trips
Delhi,44,148333,0,17,2-wheeler,0.2685824185507122,19,Status-seeking,Daily Commuting
Bangalore,42,79056,1,27,2-wheeler,0.1913731931011914,51,Eco-friendly,Long Distance
Mumbai,25,137928,1,34,E-rickshaw,0.3812912932915091,5,Tech-savvy,Weekend Trips
Mumbai,18,78706,1,47,2-wheeler,0.20094467269820787,22,Tech-savvy,Long Distance
Bangalore,37,90429,1,8,4-wheeler,0.4644102948626463,41,Status-seeking,Weekend Trips
Mumbai,61,29476,1,25,2-wheeler,0.3114005164474011,23,Cost-conscious,Rare Usage
Pune,40,102806,1,47,E-rickshaw,0.4481913349242488,4,Cost-conscious,Daily Commuting
Delhi,49,75006,1,13,2-wheeler,0.2162970883216656,31,Cost-conscious,Weekend Trips
Bangalore,28,107238,1,11,E-rickshaw,0.4228316625034928,45,Cost-conscious,Weekend Trips
Delhi,56,136946,0,20,E-rickshaw,0.145465433959997,16,Eco-friendly,Weekend Trips
Mumbai,64,89918,1,27,E-rickshaw,0.4067321368029574,74,Tech-savvy,Long Distance
Mumbai,41,83155,1,27,E-rickshaw,0.2547783399701209,26,Status-seeking,Rare Usage
Bangalore,28,87321,0,35,4-wheeler,0.28799603552743475,67,Eco-friendly,Long Distance
Pune,46,65798,0,9,E-rickshaw,0.1667229281038291,22,Tech-savvy,Rare Usage
Hyderabad,43,97271,1,10,4-wheeler,0.10745107540975694,86,Eco-friendly,Daily Commuting
Bangalore,33,50177,0,5,4-wheeler,0.3664789972513126,33,Cost-conscious,Long Distance
Hyderabad,52,116248,0,32,2-wheeler,0.3350873133601673,20,Eco-friendly,Weekend Trips
Hyderabad,37,148022,1,22,2-wheeler,0.348971260827863,21,Eco-friendly,Daily Commuting
Pune,63,142415,1,28,E-rickshaw,0.20200070321076793,64,Cost-conscious,Long Distance
Hyderabad,20,102215,1,17,2-wheeler,0.19571098515324242,31,Cost-conscious,Rare Usage
Hyderabad,18,63013,1,37,E-rickshaw,0.43211852450769905,61,Status-seeking,Long Distance
Pune,64,120901,1,14,2-wheeler,0.4045011010372933,27,Status-seeking,Long Distance
Hyderabad,18,102600,1,11,E-rickshaw,0.23471604633654428,81,Tech-savvy,Weekend Trips
Hyderabad,34,116099,0,41,2-wheeler,0.3551222863902722,6,Status-seeking,Weekend Trips
Hyderabad,19,139578,1,36,2-wheeler,0.43126000166752554,53,Status-seeking,Daily Commuting
Bangalore,46,73450,1,49,4-wheeler,0.4555317768871795,69,Tech-savvy,Weekend Trips
Bangalore,37,118628,1,26,2-wheeler,0.10232250436369705,13,Eco-friendly,Long Distance
Bangalore,23,67928,1,20,2-wheeler,0.4253849572538897,93,Eco-friendly,Long Distance
Pune,25,142640,1,28,E-rickshaw,0.24015693369877034,54,Eco-friendly,Rare Usage
Mumbai,46,112403,1,18,4-wheeler,0.3873513139104706,57,Cost-conscious,Long Distance
Hyderabad,65,65382,1,15,E-rickshaw,0.24856054583999987,43,Tech-savvy,Daily Commuting
Hyderabad,68,119290,1,23,2-wheeler,0.34249963471760597,45,Eco-friendly,Daily Commuting
Pune,50,105038,1,27,E-rickshaw,0.3587129760024075,13,Status-seeking,Weekend Trips
Hyderabad,20,20760,1,38,4-wheeler,0.2619971083664905,43,Status-seeking,Rare Usage
Bangalore,52,44142,1,44,E-rickshaw,0.30511413245509794,40,Status-seeking,Long Distance
Mumbai,22,130189,1,17,2-wheeler,0.3905253487676673,72,Tech-savvy,Weekend Trips
Delhi,44,127532,0,43,E-rickshaw,0.2905221074779448,94,Tech-savvy,Long Distance
Hyderabad,61,37290,0,48,2-wheeler,0.10559219403406664,1,Status-seeking,Daily Commuting
Bangalore,29,91035,1,32,4-wheeler,0.10516167879900631,81,Cost-conscious,Daily Commuting
Delhi,37,20364,1,44,4-wheeler,0.3645243400197574,4,Cost-conscious,Rare Usage
Mumbai,62,76921,0,20,E-rickshaw,0.43889501498223926,89,Eco-friendly,Long Distance
Delhi,37,39797,0,32,4-wheeler,0.4141094150055986,86,Eco-friendly,Long Distance
Bangalore,26,126331,1,8,E-rickshaw,0.22416012077326541,11,Eco-friendly,Daily Commuting
Delhi,56,52535,1,32,2-wheeler,0.2884511539987818,77,Eco-friendly,Rare Usage
Pune,21,66300,1,16,E-rickshaw,0.19366429604066682,76,Eco-friendly,Weekend Trips
Delhi,68,67176,1,20,2-wheeler,0.49565996426666903,98,Tech-savvy,Rare Usage
Hyderabad,36,36105,1,40,4-wheeler,0.20420257970409278,46,Tech-savvy,Weekend Trips
Hyderabad,55,27939,0,24,2-wheeler,0.26650463713974665,78,Cost-conscious,Weekend Trips
Pune,44,99472,1,30,2-wheeler,0.37245158052972127,34,Cost-conscious,Daily Commuting
Bangalore,62,62029,1,30,2-wheeler,0.4504070678603104,18,Tech-savvy,Weekend Trips
Hyderabad,60,35863,0,26,2-wheeler,0.12059027362685462,78,Cost-conscious,Long Distance
Mumbai,30,98097,1,13,2-wheeler,0.22040787041084858,62,Status-seeking,Daily Commuting
Hyderabad,30,30447,1,9,E-rickshaw,0.3275943391857842,7,Cost-conscious,Rare Usage
Hyderabad,39,116160,1,21,2-wheeler,0.34732523255047343,22,Status-seeking,Rare Usage
Bangalore,45,66940,1,38,2-wheeler,0.12801097539994433,12,Status-seeking,Weekend Trips
Delhi,69,130182,1,6,2-wheeler,0.36563149513682935,22,Eco-friendly,Long Distance
Hyderabad,64,97947,1,11,2-wheeler,0.3112257462434297,30,Cost-conscious,Rare Usage
Pune,62,105001,1,40,2-wheeler,0.43105095174485786,29,Status-seeking,Weekend Trips
Delhi,39,123752,1,17,2-wheeler,0.1888756704833203,41,Cost-conscious,Rare Usage
Mumbai,60,39642,1,24,4-wheeler,0.17801079400875044,1,Cost-conscious,Long Distance
Bangalore,36,116798,1,34,E-rickshaw,0.4173348887711823,10,Tech-savvy,Weekend Trips
Mumbai,25,115899,1,34,2-wheeler,0.3815476515758466,24,Tech-savvy,Long Distance
Delhi,69,87643,1,15,E-rickshaw,0.41666934423106994,28,Eco-friendly,Weekend Trips
Delhi,25,27928,0,35,4-wheeler,0.41277365641123176,21,Cost-conscious,Long Distance
Delhi,59,68002,1,7,4-wheeler,0.14160027033218428,18,Tech-savvy,Rare Usage
Mumbai,43,104853,1,6,2-wheeler,0.21143321891966035,72,Status-seeking,Rare Usage
Delhi,65,134614,0,7,E-rickshaw,0.20403405445457856,40,Status-seeking,Long Distance
Mumbai,68,137517,0,19,2-wheeler,0.47383491256673593,37,Eco-friendly,Rare Usage
Delhi,43,45017,1,21,4-wheeler,0.2949866296201382,28,Status-seeking,Rare Usage
Pune,40,99064,0,11,4-wheeler,0.14442285308000696,73,Cost-conscious,Weekend Trips
Delhi,60,139694,0,9,E-rickshaw,0.2158311623720075,21,Status-seeking,Long Distance
Mumbai,30,33313,1,38,2-wheeler,0.4487606594065886,87,Eco-friendly,Weekend Trips
Hyderabad,45,21559,0,37,E-rickshaw,0.43882655126612535,7,Eco-friendly,Rare Usage
Delhi,26,70893,1,49,E-rickshaw,0.460135793376215,46,Status-seeking,Rare Usage
Hyderabad,37,35167,1,20,4-wheeler,0.25541150909480803,5,Cost-conscious,Daily Commuting
Pune,36,100879,1,41,E-rickshaw,0.3565363845959987,6,Tech-savvy,Long Distance
Bangalore,65,58598,1,7,4-wheeler,0.2112695679501295,83,Cost-conscious,Long Distance
Pune,56,27523,1,47,2-wheeler,0.17233013246094955,80,Cost-conscious,Weekend Trips
Delhi,68,69777,1,25,E-rickshaw,0.10876043037054717,35,Cost-conscious,Long Distance
Hyderabad,29,48439,1,45,E-rickshaw,0.1893763798757398,7,Status-seeking,Weekend Trips
Hyderabad,32,136378,1,12,2-wheeler,0.3417496547569092,76,Tech-savvy,Rare Usage
Mumbai,48,101060,1,26,E-rickshaw,0.4616841254427171,87,Cost-conscious,Daily Commuting
Hyderabad,31,33285,1,9,2-wheeler,0.15336822128617672,45,Tech-savvy,Rare Usage
Mumbai,28,30973,1,21,4-wheeler,0.4672046243861768,63,Eco-friendly,Weekend Trips
Bangalore,43,142970,1,41,4-wheeler,0.23815409394868856,30,Tech-savvy,Weekend Trips
Delhi,59,42694,1,18,E-rickshaw,0.2707313630457283,22,Status-seeking,Daily Commuting
Mumbai,44,55774,1,43,4-wheeler,0.24599141618749873,60,Eco-friendly,Rare Usage
Bangalore,28,24302,1,45,4-wheeler,0.26344325596788154,80,Eco-friendly,Long Distance
Hyderabad,55,135776,1,32,2-wheeler,0.2036772596750661,49,Cost-conscious,Daily Commuting
Hyderabad,51,42391,0,35,4-wheeler,0.3794418713245754,45,Tech-savvy,Long Distance
Bangalore,60,24611,1,21,4-wheeler,0.40327324410806675,87,Eco-friendly,Rare Usage
Hyderabad,36,29372,1,39,4-wheeler,0.429245156340906,42,Eco-friendly,Daily Commuting
Bangalore,23,44312,1,44,2-wheeler,0.23651583334398685,9,Tech-savvy,Rare Usage
Mumbai,63,34080,0,26,E-rickshaw,0.4058507564111179,94,Tech-savvy,Rare Usage
Mumbai,69,100618,1,49,2-wheeler,0.35507014299072603,19,Eco-friendly,Long Distance
Bangalore,55,132945,1,33,E-rickshaw,0.48316643473615717,15,Eco-friendly,Long Distance
Mumbai,66,128397,1,14,E-rickshaw,0.2699140666794191,77,Tech-savvy,Long Distance
Mumbai,59,116213,1,22,4-wheeler,0.4969238911533419,2,Status-seeking,Rare Usage
Mumbai,45,40874,1,39,4-wheeler,0.3961576120031486,29,Tech-savvy,Weekend Trips
Pune,18,82537,1,48,2-wheeler,0.41051110198359897,17,Status-seeking,Rare Usage
Delhi,52,93914,1,20,2-wheeler,0.1102819440438644,58,Eco-friendly,Weekend Trips
Hyderabad,57,21597,1,11,2-wheeler,0.2989593405344386,69,Cost-conscious,Daily Commuting
Pune,25,31600,1,34,4-wheeler,0.3113346849248101,83,Tech-savvy,Long Distance
Mumbai,69,23747,1,23,E-rickshaw,0.11624004076823985,34,Eco-friendly,Long Distance
Bangalore,64,99415,1,27,2-wheeler,0.22485248939622202,18,Eco-friendly,Rare Usage
Mumbai,24,137358,0,12,E-rickshaw,0.4822576722511185,25,Cost-conscious,Weekend Trips
Delhi,28,98553,1,21,4-wheeler,0.27044457454405424,34,Tech-savvy,Daily Commuting
Mumbai,56,44815,1,25,4-wheeler,0.17468079382332297,75,Eco-friendly,Rare Usage
Bangalore,21,104500,1,30,4-wheeler,0.3053354828105633,71,Status-seeking,Daily Commuting
Delhi,42,114348,1,32,4-wheeler,0.11350623088818611,56,Cost-conscious,Weekend Trips
Mumbai,29,125736,1,43,E-rickshaw,0.30639547998834293,48,Status-seeking,Long Distance
Delhi,43,44714,0,37,E-rickshaw,0.33770732241203516,9,Tech-savvy,Long Distance
Hyderabad,55,38890,1,44,2-wheeler,0.2430777450212025,84,Status-seeking,Weekend Trips
Hyderabad,63,81509,1,23,E-rickshaw,0.40503047923742386,28,Cost-conscious,Long Distance
Mumbai,29,81824,1,33,E-rickshaw,0.15428563080040214,94,Eco-friendly,Rare Usage
Delhi,60,24725,0,24,E-rickshaw,0.4512733639522787,70,Cost-conscious,Weekend Trips
Bangalore,68,63205,1,24,2-wheeler,0.4821779641561681,97,Eco-friendly,Long Distance
Mumbai,54,40684,1,14,E-rickshaw,0.10049380984115541,97,Eco-friendly,Weekend Trips
Hyderabad,63,111861,1,16,E-rickshaw,0.43708866401726376,93,Status-seeking,Daily Commuting
Hyderabad,41,77911,1,37,E-rickshaw,0.3024420595629334,67,Cost-conscious,Rare Usage
Mumbai,33,118078,1,29,4-wheeler,0.2845622535354067,93,Cost-conscious,Rare Usage
Delhi,30,131573,0,29,E-rickshaw,0.19547164274975246,88,Eco-friendly,Rare Usage
Hyderabad,42,33092,1,8,2-wheeler,0.27893001644465465,77,Cost-conscious,Long Distance
Delhi,69,115918,1,8,2-wheeler,0.480170859852055,23,Tech-savvy,Daily Commuting
Hyderabad,21,59770,0,13,2-wheeler,0.18431505358175349,42,Tech-savvy,Long Distance
Hyderabad,28,45457,1,19,2-wheeler,0.17161649538030493,94,Status-seeking,Long Distance
Pune,49,91667,1,30,4-wheeler,0.1967585216237792,38,Status-seeking,Weekend Trips
Hyderabad,66,131565,0,19,2-wheeler,0.3207336777349066,91,Cost-conscious,Rare Usage
Bangalore,24,110751,1,30,4-wheeler,0.47211992617332,24,Status-seeking,Long Distance
Mumbai,63,82894,1,32,4-wheeler,0.32955263630610304,82,Cost-conscious,Rare Usage
Mumbai,28,81305,1,11,4-wheeler,0.19739299064232838,67,Status-seeking,Daily Commuting
Delhi,45,32612,1,36,2-wheeler,0.27618092612850487,33,Tech-savvy,Daily Commuting
Hyderabad,58,122841,1,16,2-wheeler,0.2561600527142983,95,Eco-friendly,Rare Usage
Bangalore,40,98627,1,39,4-wheeler,0.11862778794497492,88,Eco-friendly,Rare Usage
Delhi,62,120639,0,36,4-wheeler,0.30425673941162346,85,Tech-savvy,Daily Commuting
Pune,40,57089,1,13,2-wheeler,0.15040255465346952,52,Eco-friendly,Daily Commuting
Delhi,67,115295,1,18,E-rickshaw,0.43689761683355,91,Cost-conscious,Long Distance
Delhi,45,131558,1,17,E-rickshaw,0.3195851637183587,54,Cost-conscious,Daily Commuting
Hyderabad,60,72137,1,48,E-rickshaw,0.4378425930469504,52,Tech-savvy,Long Distance
Pune,64,20559,0,37,2-wheeler,0.48241787495121646,17,Tech-savvy,Daily Commuting
Delhi,43,86249,1,36,2-wheeler,0.47727531630011055,6,Tech-savvy,Long Distance
Bangalore,42,57361,1,23,4-wheeler,0.1401717337230215,62,Tech-savvy,Weekend Trips
Bangalore,46,100720,1,34,2-wheeler,0.4779268286200028,74,Eco-friendly,Weekend Trips
Mumbai,36,35261,1,20,2-wheeler,0.4182988831158041,41,Eco-friendly,Long Distance
Pune,50,40372,1,16,2-wheeler,0.41106324210431644,10,Eco-friendly,Rare Usage
Pune,53,75355,1,14,4-wheeler,0.13605141610727017,8,Cost-conscious,Weekend Trips
Mumbai,31,117676,1,6,4-wheeler,0.17180588091343965,34,Status-seeking,Daily Commuting
Delhi,31,118560,1,22,E-rickshaw,0.4900653519659074,86,Cost-conscious,Rare Usage
Pune,52,77920,1,17,E-rickshaw,0.18534806286211777,96,Status-seeking,Daily Commuting
Bangalore,47,132878,0,33,2-wheeler,0.16762133206696028,64,Tech-savvy,Weekend Trips
Bangalore,45,52544,0,28,2-wheeler,0.24494064748378716,83,Tech-savvy,Daily Commuting
Hyderabad,34,20037,1,42,4-wheeler,0.4653424790139561,4,Eco-friendly,Long Distance
Pune,20,63032,0,16,E-rickshaw,0.29047738542262225,92,Eco-friendly,Rare Usage
Delhi,33,98233,1,33,E-rickshaw,0.46823348763563466,25,Status-seeking,Weekend Trips
Mumbai,63,61420,0,26,E-rickshaw,0.23373551216609428,50,Status-seeking,Rare Usage
Mumbai,47,134234,0,40,2-wheeler,0.19061145809079974,37,Eco-friendly,Long Distance
Delhi,69,117243,1,5,2-wheeler,0.29808120354041423,2,Tech-savvy,Weekend Trips
Hyderabad,46,111552,1,47,2-wheeler,0.34619075610475547,84,Eco-friendly,Daily Commuting
Mumbai,62,149380,1,44,4-wheeler,0.25659959944542243,58,Tech-savvy,Rare Usage
Pune,32,147358,1,38,E-rickshaw,0.2384122038378127,12,Tech-savvy,Weekend Trips
Hyderabad,63,54600,1,38,4-wheeler,0.18722371390929868,94,Cost-conscious,Weekend Trips
Pune,42,68285,0,37,E-rickshaw,0.21000270648870858,80,Cost-conscious,Long Distance
Bangalore,68,82008,1,8,2-wheeler,0.3692471852609204,34,Status-seeking,Weekend Trips
Hyderabad,55,109520,1,42,4-wheeler,0.24794941544547117,86,Tech-savvy,Weekend Trips
Mumbai,59,25167,1,34,4-wheeler,0.13190281668841142,2,Eco-friendly,Long Distance
Hyderabad,64,146279,1,24,2-wheeler,0.15526215598101387,52,Tech-savvy,Daily Commuting
Hyderabad,69,20432,1,30,E-rickshaw,0.2489516753564443,54,Status-seeking,Daily Commuting
Hyderabad,55,89687,0,19,E-rickshaw,0.46980097193914483,44,Tech-savvy,Weekend Trips
Hyderabad,40,133216,0,11,E-rickshaw,0.2516121046583921,65,Tech-savvy,Daily Commuting
Pune,42,91947,1,11,E-rickshaw,0.12425683098067011,66,Status-seeking,Long Distance
Bangalore,59,116324,1,33,2-wheeler,0.26719770315200636,83,Tech-savvy,Daily Commuting
Delhi,24,70903,0,27,2-wheeler,0.36752703758406635,43,Cost-conscious,Weekend Trips
Hyderabad,39,112159,1,38,2-wheeler,0.3374384539792884,72,Status-seeking,Long Distance
Mumbai,34,74149,0,24,2-wheeler,0.21152118495441205,67,Cost-conscious,Daily Commuting
Hyderabad,35,107640,1,19,4-wheeler,0.37523556921947765,61,Status-seeking,Rare Usage
Mumbai,66,76768,1,37,4-wheeler,0.352249749546133,24,Tech-savvy,Rare Usage
Pune,58,80184,1,21,4-wheeler,0.16886918753158744,51,Cost-conscious,Long Distance
Mumbai,27,85792,1,24,2-wheeler,0.164858001427298,49,Cost-conscious,Daily Commuting
Delhi,27,53439,1,17,E-rickshaw,0.3188732328271763,0,Eco-friendly,Weekend Trips
Bangalore,24,53257,1,48,4-wheeler,0.3637754244464415,38,Cost-conscious,Rare Usage
Mumbai,65,125193,0,28,4-wheeler,0.4847642339441043,51,Cost-conscious,Daily Commuting
Mumbai,67,64674,1,41,2-wheeler,0.2687722522927119,75,Tech-savvy,Daily Commuting
Bangalore,55,71248,0,11,E-rickshaw,0.40597569586876536,39,Cost-conscious,Weekend Trips
Delhi,44,103602,1,12,E-rickshaw,0.14660829891655058,59,Cost-conscious,Weekend Trips
Hyderabad,69,65371,1,27,E-rickshaw,0.4558436109262589,87,Cost-conscious,Daily Commuting
Mumbai,50,118282,1,18,2-wheeler,0.35324301655953594,72,Tech-savvy,Weekend Trips
Bangalore,18,87996,1,8,E-rickshaw,0.35161213254049895,83,Status-seeking,Long Distance
Pune,61,57297,0,25,4-wheeler,0.1569770535329742,68,Tech-savvy,Rare Usage
Bangalore,51,74273,1,14,4-wheeler,0.11583349181035918,19,Cost-conscious,Rare Usage
Pune,21,81256,1,26,4-wheeler,0.38057965519384784,84,Status-seeking,Daily Commuting
Delhi,34,54743,1,34,2-wheeler,0.14682258358583467,1,Tech-savvy,Daily Commuting
Hyderabad,21,88752,0,34,E-rickshaw,0.1507880597935731,84,Tech-savvy,Weekend Trips
Bangalore,60,99803,1,20,2-wheeler,0.175000058538794,87,Status-seeking,Rare Usage
Mumbai,43,95117,1,15,E-rickshaw,0.13909859325584098,8,Eco-friendly,Weekend Trips
Delhi,21,90051,1,26,2-wheeler,0.3501570081721227,38,Cost-conscious,Daily Commuting
Bangalore,18,42076,1,33,4-wheeler,0.26880192233943523,29,Eco-friendly,Daily Commuting
Mumbai,24,130352,1,29,2-wheeler,0.2064384369638193,53,Cost-conscious,Daily Commuting
Bangalore,47,95312,0,18,2-wheeler,0.27629976014863067,81,Cost-conscious,Daily Commuting
Pune,67,139627,0,18,2-wheeler,0.4376560008260799,57,Eco-friendly,Daily Commuting
Bangalore,26,107483,1,6,4-wheeler,0.47083176201745447,43,Eco-friendly,Daily Commuting
Bangalore,52,22963,0,17,2-wheeler,0.2949904578613767,42,Cost-conscious,Long Distance
Bangalore,25,139217,1,7,2-wheeler,0.326701166045121,9,Status-seeking,Long Distance
Delhi,41,92322,1,34,4-wheeler,0.20287997213594916,47,Status-seeking,Weekend Trips
Bangalore,36,33866,1,22,E-rickshaw,0.3054401514548477,84,Eco-friendly,Long Distance
Mumbai,53,124504,0,40,2-wheeler,0.39924784277409286,85,Eco-friendly,Weekend Trips
Pune,67,52305,1,25,4-wheeler,0.29685490546246784,16,Tech-savvy,Weekend Trips
Pune,69,82403,0,23,2-wheeler,0.2208291603156679,4,Status-seeking,Long Distance
Bangalore,60,102896,1,20,4-wheeler,0.33281373888998367,69,Status-seeking,Rare Usage
Delhi,44,125649,1,32,E-rickshaw,0.4786624123543378,73,Cost-conscious,Weekend Trips
Delhi,49,146244,1,8,E-rickshaw,0.45519354159324477,63,Tech-savvy,Daily Commuting
Mumbai,31,52813,1,19,2-wheeler,0.4076969516701825,65,Cost-conscious,Weekend Trips
Bangalore,35,86729,0,5,4-wheeler,0.21048385306608364,70,Tech-savvy,Weekend Trips
Pune,45,80686,1,20,E-rickshaw,0.19662380288656056,3,Status-seeking,Rare Usage
Delhi,46,24512,0,24,E-rickshaw,0.43541487591903916,82,Cost-conscious,Daily Commuting
Bangalore,33,139631,0,37,4-wheeler,0.17252699043284095,27,Tech-savvy,Rare Usage
Delhi,52,42666,1,21,2-wheeler,0.34224452299465746,83,Cost-conscious,Rare Usage
Delhi,64,36630,1,9,E-rickshaw,0.27557197743318573,93,Tech-savvy,Rare Usage
Pune,48,137907,1,9,E-rickshaw,0.2871945869169593,37,Eco-friendly,Weekend Trips
Hyderabad,21,147205,1,43,E-rickshaw,0.2818173610110163,65,Cost-conscious,Daily Commuting
Mumbai,54,94519,1,17,2-wheeler,0.4599800586894641,66,Eco-friendly,Daily Commuting
Mumbai,34,20636,1,48,E-rickshaw,0.134837700358182,59,Tech-savvy,Rare Usage
Pune,56,23775,1,40,4-wheeler,0.4131605797824395,46,Cost-conscious,Long Distance
Delhi,65,87957,0,34,2-wheeler,0.43400506863011334,24,Tech-savvy,Daily Commuting
Bangalore,63,84591,1,8,E-rickshaw,0.4771508588613961,65,Tech-savvy,Daily Commuting
Delhi,43,98561,0,27,4-wheeler,0.2810399819750845,78,Eco-friendly,Rare Usage
Pune,65,94816,1,25,4-wheeler,0.30002607675476667,66,Cost-conscious,Weekend Trips
Mumbai,56,122487,1,25,2-wheeler,0.4845178084563667,68,Status-seeking,Rare Usage
Delhi,58,31351,1,10,4-wheeler,0.2833804243796652,39,Tech-savvy,Long Distance
Mumbai,21,135400,1,28,2-wheeler,0.30141938919050315,99,Eco-friendly,Long Distance
Bangalore,47,140533,0,35,2-wheeler,0.23290172727575362,49,Status-seeking,Rare Usage
Mumbai,47,123627,1,23,2-wheeler,0.11265098027385996,39,Eco-friendly,Long Distance
Mumbai,39,75184,1,42,4-wheeler,0.2732218207045971,36,Eco-friendly,Weekend Trips
Hyderabad,28,148381,1,16,2-wheeler,0.3620365243389544,90,Eco-friendly,Weekend Trips
Hyderabad,19,131192,1,18,2-wheeler,0.37597836424542286,68,Tech-savvy,Weekend Trips
Hyderabad,61,115707,1,16,4-wheeler,0.1026034587538438,16,Status-seeking,Long Distance
Mumbai,29,89180,1,19,2-wheeler,0.4204211099091315,61,Tech-savvy,Weekend Trips
Pune,47,101678,1,23,E-rickshaw,0.2969662456514188,40,Tech-savvy,Rare Usage
Mumbai,53,93309,0,32,4-wheeler,0.3082981445544771,75,Cost-conscious,Weekend Trips
Pune,35,114002,0,44,4-wheeler,0.484697475268147,41,Status-seeking,Long Distance
Pune,43,30778,1,45,4-wheeler,0.21378446346232716,30,Cost-conscious,Daily Commuting
Hyderabad,24,32501,0,9,E-rickshaw,0.404660795587267,32,Eco-friendly,Long Distance
Delhi,18,132713,1,9,2-wheeler,0.32991049826890834,42,Status-seeking,Rare Usage
Bangalore,43,22108,1,10,4-wheeler,0.38031938462321535,92,Status-seeking,Rare Usage
Hyderabad,40,114905,1,27,4-wheeler,0.2671269807124497,66,Tech-savvy,Long Distance
Hyderabad,43,56382,1,7,4-wheeler,0.21168301558570737,37,Eco-friendly,Weekend Trips
Delhi,62,111354,0,41,E-rickshaw,0.31845038094757383,40,Tech-savvy,Weekend Trips
Bangalore,23,95787,1,37,E-rickshaw,0.2499764585410588,62,Cost-conscious,Daily Commuting
Mumbai,23,43341,1,47,E-rickshaw,0.18916447153186558,39,Eco-friendly,Weekend Trips
Mumbai,61,97214,1,25,2-wheeler,0.435694459245505,29,Tech-savvy,Rare Usage
Hyderabad,25,34367,0,24,2-wheeler,0.2903326380005165,46,Tech-savvy,Weekend Trips
Bangalore,41,139967,1,5,E-rickshaw,0.4389262964763597,21,Tech-savvy,Long Distance
